UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic year,Financial year end,Category marker,Category,Value(£000s),Year End Month
10007762,Glasgow Caledonian University,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,69237,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,69237,All
10002681,Glasgow School of Art,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,14561,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,14561,All
10007794,The University of Glasgow,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,163469,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,163469,All
10007764,Heriot-Watt University,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,47292,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,47292,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,17171,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,17171,All
10005500,Robert Gordon University,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,45142,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,45142,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,12437,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,12437,All
10007803,The University of St. Andrews,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,38777,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,38777,All
10005700,SRUC,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,28129,"07, July"
10005700,SRUC,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,28129,All
10007804,The University of Stirling,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,46050,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,46050,All
10007805,The University of Strathclyde,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,102412,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,102412,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,105672,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,105672,All
10007800,The University of the West of Scotland,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,75482,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2019/20,31/07/2020,Income,Funding body grants,75482,All
,Total,Scotland,Scotland,2019/20,,Income,Funding body grants,1195453,All
,Total,Scotland,Scotland,2019/20,,Income,Funding body grants,1195453,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,87577,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,87577,All
10007849,Abertay University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,21581,"07, July"
10007849,Abertay University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,21581,All
10007852,The University of Dundee,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,93448,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,93448,All
10007772,Edinburgh Napier University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,66293,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,66293,All
10007790,The University of Edinburgh,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,236342,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,236342,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,73819,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,73819,All
10002681,Glasgow School of Art,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,16512,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,16512,All
10007794,The University of Glasgow,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,198356,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,198356,All
10007764,Heriot-Watt University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,49676,"07, July"
10007764,Heriot-Watt University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,49676,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,20707,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,20707,All
10005500,Robert Gordon University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,51923,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,51923,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,13797,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,13797,All
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,48167,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,48167,All
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,29771,"07, July"
10005700,SRUC,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,29771,All
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,53687,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,53687,All
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,114254,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,114254,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,110235,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,110235,All
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,77340,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2020/21,31/07/2021,Income,Funding body grants,77340,All
,Total,Scotland,Scotland,2020/21,,Income,Funding body grants,1363485,All
,Total,Scotland,Scotland,2020/21,,Income,Funding body grants,1363485,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,86925,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,86925,All
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,21768,"07, July"
10007849,Abertay University,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,21768,All
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,88009,"07, July"
10007852,The University of Dundee,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,88009,All
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,68577,"07, July"
10007772,Edinburgh Napier University,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,68577,All
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,198304,"07, July"
10007790,The University of Edinburgh,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,198304,All
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,76255,"07, July"
10007762,Glasgow Caledonian University,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,76255,All
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,15320,"07, July"
10002681,Glasgow School of Art,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,15320,All
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,178947,"07, July"
10007794,The University of Glasgow,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,178947,All
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,21606,"07, July"
10005337,"Queen Margaret University, Edinburgh",Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,21606,All
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,53519,"07, July"
10005500,Robert Gordon University,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,53519,All
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,13244,"07, July"
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,13244,All
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,44226,"07, July"
10007803,The University of St. Andrews,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,44226,All
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,33533,"07, July"
10005700,SRUC,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,33533,All
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,50534,"07, July"
10007804,The University of Stirling,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,50534,All
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,115708,"07, July"
10007805,The University of Strathclyde,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,115708,All
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,101517,"07, July"
10007114,University of the Highlands and Islands,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,101517,All
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,79638,"07, July"
10007800,The University of the West of Scotland,Scotland,Scotland,2021/22,31/07/2022,Income,Funding body grants,79638,All
,Year to date total,Scotland,Scotland,2021/22,,Income,Funding body grants,1247630,All
,Year to date total,Scotland,Scotland,2021/22,,Income,Funding body grants,1247630,"07, July"
10007783,The University of Aberdeen,Scotland,Scotland,2015/16,,Gain/(loss) on disposal of tangible assets,Gain/(loss) on disposal of tangible assets,4464,All
